bitcoin_cash,bitcoin,bitconnect,dash,ethereum_classic,ethereum,iota,litecoin,nem,monero,numeraire,omisego,neo,ripple,stratis,qtum,waves
"5,458,980,000","99,763,200,000","1,538,750,000","2,205,720,000","1,083,120,000","28,906,600,000","1,122,530,000","3,224,150,000","1,944,090,000","1,378,290,000","17,616,500","718,401,000","1,387,840,000","8,098,920,000","294,448,000","828,306,000","364,477,000"
"5,527,860,000","94,947,900,000","1,442,010,000","2,254,410,000","1,097,270,000","29,326,300,000","1,203,160,000","3,196,870,000","1,988,490,000","1,351,990,000","18,349,500","776,825,000","1,433,880,000","8,287,600,000","304,362,000","890,682,000","389,091,000"
"5,667,070,000","92,867,000,000","1,410,190,000","2,272,420,000","1,112,650,000","29,937,900,000","1,270,790,000","3,250,090,000","1,977,550,000","1,366,060,000","17,851,900","769,045,000","1,482,970,000","8,408,710,000","317,024,000","688,986,000","404,068,000"
"6,240,990,000","93,190,200,000","1,395,380,000","2,288,450,000","1,151,010,000","30,160,500,000","1,319,220,000","3,183,230,000","1,956,420,000","1,389,050,000","17,384,800","783,502,000","1,583,190,000","8,909,100,000","301,767,000","710,326,000","392,635,000"
"5,239,520,000","95,469,300,000","1,434,990,000","2,305,090,000","1,148,970,000","31,727,700,000","1,256,490,000","3,454,040,000","2,017,790,000","1,460,870,000","15,775,200","772,486,000","1,425,090,000","9,867,860,000","293,352,000","677,311,000","404,005,000"
"5,265,400,000","94,559,000,000","1,385,880,000","2,359,250,000","1,153,060,000","32,029,200,000","1,222,160,000","3,508,860,000","1,862,590,000","1,446,090,000","13,599,700","786,681,000","1,388,080,000","10,148,700,000","296,889,000","616,895,000","380,320,000"
"5,384,760,000","97,011,900,000","1,440,370,000","2,416,140,000","1,180,820,000","32,292,100,000","1,274,830,000","3,422,800,000","1,896,390,000","1,520,300,000","14,102,400","789,379,000","1,382,450,000","9,923,310,000","282,387,000","627,948,000","401,032,000"
"5,369,720,000","93,803,000,000","1,409,300,000","2,363,830,000","1,176,620,000","32,222,400,000","1,228,020,000","3,169,870,000","1,905,510,000","1,446,050,000","14,754,900","816,802,000","1,465,980,000","10,062,500,000","309,165,000","664,129,000","397,686,000"
"5,242,630,000","90,812,400,000","1,350,390,000","2,227,330,000","1,157,100,000","28,911,100,000","1,147,540,000","3,230,160,000","1,851,320,000","1,326,720,000","15,127,600","805,549,000","1,392,660,000","9,583,920,000","308,920,000","666,714,000","369,201,000"
"5,262,390,000","80,256,700,000","1,182,750,000","2,270,420,000","1,109,090,000","28,851,200,000","1,338,990,000","2,713,870,000","1,933,180,000","1,331,450,000","15,128,000","910,544,000","1,500,520,000","10,230,900,000","346,797,000","715,782,000","417,611,000"
